hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,Booking Agent,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,required_car_parking_spaces,reservation_status
Resort Hotel,1,6,2015,July,17,0,2,2,0,0,BB,PRT,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,0,No-Show
Resort Hotel,0,1,2015,July,17,0,2,2,0,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,1,2015,July,17,0,2,2,0,0,BB,ESP,Direct,0,0,0,D,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,48,2015,July,17,0,2,2,0,0,BB,PRT,Offline TA/TO,0,0,0,D,F,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,15,2015,July,17,0,2,2,0,0,BB,PRT,Online TA,0,0,0,A,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,3,2015,July,17,0,2,1,0,0,BB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,No-Show
Resort Hotel,1,23,2015,July,17,1,2,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,53,2015,July,17,2,3,2,0,0,BB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,53,2015,July,17,2,3,2,1,0,BB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,1,Check-Out
Resort Hotel,0,94,2015,July,17,2,3,2,0,0,BB,ESP,Direct,0,0,0,A,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,64,2015,July,17,2,3,1,0,0,BB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,53,2015,July,17,2,3,2,0,0,BB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,53,2015,July,17,2,3,1,0,0,BB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,1,Check-Out
Resort Hotel,0,64,2015,July,17,2,3,1,0,0,BB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,53,2015,July,17,2,3,2,0,0,BB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,1,Check-Out
Resort Hotel,0,24,2015,July,17,2,3,3,1,0,BB,PRT,Direct,0,0,0,G,G,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,24,2015,July,17,2,4,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,23,2015,July,17,2,5,2,2,0,BB,ESP,Direct,0,0,0,G,G,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,53,2015,July,17,2,5,2,0,0,BB,IRL,Online TA,0,0,0,A,D,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,23,2015,July,17,2,5,2,2,0,BB,PRT,Direct,0,0,0,G,G,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,90,2015,July,17,2,5,2,0,0,HB,PRT,Online TA,0,0,0,A,A,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,79,2015,July,17,2,5,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,43,2015,July,17,2,5,2,0,0,BB,GBR,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,90,2015,July,17,2,5,2,0,0,HB,PRT,Online TA,0,0,0,A,A,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,65,2015,July,17,2,6,2,0,0,HB,ESP,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,65,2015,July,17,2,6,2,0,0,HB,ESP,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,99,2015,July,17,2,6,3,0,0,BB,FRA,Direct,0,0,0,H,H,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,25,2015,July,17,3,7,2,0,0,HB,ESP,Direct,0,0,0,F,F,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,92,2015,July,17,1,2,2,0,0,BB,MOZ,Online TA,0,0,0,A,A,3,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,91,2015,July,17,1,2,2,1,0,BB,BWA,Online TA,0,0,0,A,A,3,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,38,2015,July,17,1,2,2,1,0,HB,PRT,Online TA,0,0,0,E,E,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,6,2015,July,17,1,2,2,0,0,BB,GBR,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,38,2015,July,17,1,2,2,0,0,BB,ESP,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,13,2015,July,17,1,2,2,0,0,BB,DEU,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,32,2015,July,17,1,2,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,315,2015,July,17,1,2,2,0,0,BB,IRL,Offline TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,8,2015,July,17,1,2,2,0,0,BB,GBR,Online TA,0,0,0,A,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,0,2015,July,17,0,1,2,0,0,BB,PRT,Direct,0,0,0,L,C,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,91,2015,July,17,1,2,2,1,0,BB,MOZ,Online TA,0,0,0,A,A,4,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,3,2015,July,17,1,2,2,0,0,BB,ESP,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,9,2015,July,17,2,2,3,0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,19,2015,July,18,2,1,2,0,0,BB,ESP,Online TA,0,0,0,D,F,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,25,2015,July,18,2,4,2,0,0,BB,PRT,Direct,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,108,2015,July,18,2,4,2,1,0,HB,LUX,Online TA,0,0,0,A,A,1,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,37,2015,July,18,2,4,2,2,0,HB,PRT,Online TA,0,0,0,C,C,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,45,2015,July,18,2,5,2,0,0,HB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,64,2015,July,18,2,5,2,0,0,BB,PRT,Direct,0,0,0,E,E,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,44,2015,July,18,2,2,2,0,0,BB,PRT,Direct,0,0,0,E,E,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,26,2015,July,18,2,2,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,96,2015,July,18,2,2,2,0,0,HB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,123,2015,July,18,2,2,2,0,1,BB,PRT,Online TA,0,0,0,E,E,1,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,42,2015,July,18,2,3,2,2,0,BB,PRT,Online TA,0,0,0,H,H,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,59,2015,July,18,2,3,2,0,0,BB,PRT,Offline TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,28,2015,July,18,2,3,2,0,0,BB,GBR,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,106,2015,July,18,2,3,2,1,1,BB,PRT,Direct,0,0,0,C,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,1,2015,July,18,0,1,2,0,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,0,2015,July,18,0,1,2,2,0,FB,PRT,Direct,0,0,0,C,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,4,2015,July,18,1,1,1,2,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,3,2015,July,18,2,1,1,0,0,BB,CN,Direct,0,0,0,D,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,73,2015,July,18,2,5,2,1,0,FB,PRT,Direct,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,44,2015,July,18,2,5,2,0,0,HB,ESP,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,95,2015,July,18,2,5,2,0,0,FB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,94,2015,July,18,2,5,2,0,0,BB,PRT,Direct,0,0,0,A,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,40,2015,July,18,2,5,2,0,0,HB,PRT,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,64,2015,July,18,2,5,2,0,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,64,2015,July,18,2,5,2,0,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,94,2015,July,18,2,5,2,0,0,BB,PRT,Direct,0,0,0,A,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,57,2015,July,18,2,6,2,0,0,HB,ESP,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,60,2015,July,18,2,6,2,0,0,HB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,57,2015,July,18,2,6,2,0,0,HB,ESP,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,87,2015,July,18,4,10,2,0,0,BB,IRL,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,0,2015,July,19,1,0,2,0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,0,2015,July,19,1,0,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Group,1,Check-Out
Resort Hotel,0,6,2015,July,19,1,0,2,0,0,BB,NLD,Direct,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,0,2015,July,19,1,0,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Group,0,Check-Out
Resort Hotel,0,19,2015,July,19,1,0,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,4,2015,July,19,2,0,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,59,2015,July,19,2,1,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,44,2015,July,19,2,2,2,0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,37,2015,July,19,2,2,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,66,2015,July,19,2,3,2,0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,38,2015,July,19,2,4,1,0,0,BB,PRT,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,62,2015,July,19,2,5,2,0,0,HB,PRT,Offline TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,41,2015,July,19,2,5,2,2,0,HB,ESP,Online TA,0,0,0,C,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,60,2015,July,19,2,5,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,104,2015,July,19,2,5,2,0,0,BB,GBR,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,1,62,2015,July,19,2,5,2,0,0,HB,PRT,Offline TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,117,2015,July,19,2,5,2,0,0,BB,RUS,Online TA,0,0,0,A,A,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,31,2015,July,19,2,5,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,34,2015,July,19,2,5,2,0,0,BB,IRL,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,47,2015,July,19,2,4,2,1,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,24,2015,July,19,2,4,2,2,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,104,2015,July,19,2,4,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,104,2015,July,19,2,5,2,0,0,BB,GBR,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,32,2015,July,19,2,5,2,0,0,BB,IRL,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,47,2015,July,19,3,5,2,2,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,29,2015,July,19,4,6,2,0,0,BB,GBR,Offline TA/TO,0,0,0,C,C,0,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,30,2015,July,19,4,10,2,0,0,BB,GBR,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,123,2015,July,19,2,4,2,0,1,BB,ESP,Online TA,0,0,0,E,E,2,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,14,2015,July,20,1,0,1,0,0,BB,PRT,Offline TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,118,2015,July,20,1,2,2,2,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,0,2015,July,20,0,0,1,0,0,BB,PRT,Offline TA/TO,0,0,0,A,I,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,0,2015,July,20,0,0,2,0,0,BB,PRT,Online TA,0,0,0,A,I,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,79,2015,July,20,1,3,2,0,1,BB,PRT,Online TA,0,0,0,A,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,63,2015,July,20,1,3,2,0,0,BB,PRT,Online TA,0,0,0,A,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,68,2015,July,20,1,3,2,0,0,BB,POL,Online TA,0,0,0,A,C,3,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,96,2015,July,20,1,3,2,0,0,HB,PRT,Direct,0,0,0,A,A,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,41,2015,July,20,1,3,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,46,2015,July,20,1,3,2,0,0,BB,NOR,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,41,2015,July,20,1,3,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,60,2015,July,20,1,4,2,2,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,41,2015,July,20,1,4,2,0,0,BB,ESP,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,69,2015,July,20,1,4,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,41,2015,July,20,1,5,2,2,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,52,2015,July,20,1,5,2,0,0,HB,PRT,Direct,0,0,0,A,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,41,2015,July,20,1,5,2,0,0,BB,PRT,Online TA,0,0,0,D,D,1,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,89,2015,July,20,2,5,2,0,0,BB,GBR,Offline TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,28,2015,July,20,2,5,2,1,0,FB,PRT,Direct,0,0,0,F,F,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,65,2015,July,20,2,5,2,2,0,BB,GBR,Online TA,0,0,0,C,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,82,2015,July,20,2,5,2,0,1,HB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,42,2015,July,20,2,5,2,0,0,FB,ESP,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,62,2015,July,20,2,5,2,0,0,HB,ESP,Online TA,0,0,0,D,D,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,86,2015,July,20,2,5,2,1,0,HB,PRT,Direct,0,0,0,A,A,1,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,118,2015,July,20,2,5,2,0,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,28,2015,July,20,2,5,2,1,0,FB,PRT,Offline TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,52,2015,July,20,3,6,2,0,0,HB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,49,2015,July,20,3,6,2,0,0,FB,PRT,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,39,2015,July,20,3,7,2,1,0,HB,PRT,Offline TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,39,2015,July,20,3,7,2,0,0,HB,PRT,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,39,2015,July,20,3,7,2,0,0,HB,PRT,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,7,2015,July,20,3,8,2,0,0,HB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,7,2015,July,20,3,8,2,0,0,HB,PRT,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,42,2015,July,21,0,2,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,5,2015,July,21,0,2,1,0,0,BB,PRT,Corporate,0,0,0,A,F,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,81,2015,July,21,0,3,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,63,2015,July,21,0,4,2,2,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,61,2015,July,21,0,4,2,0,0,BB,PRT,Online TA,0,0,0,A,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,8,2015,July,21,0,5,3,0,0,BB,PRT,Direct,0,0,0,G,G,1,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,89,2015,July,21,1,5,3,0,0,BB,PRT,Direct,0,0,0,A,D,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,57,2015,July,21,2,5,2,0,0,HB,IRL,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,102,2015,July,21,2,5,3,0,0,BB,CHE,Offline TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,108,2015,July,21,2,6,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,28,2015,July,21,2,7,2,1,0,BB,IRL,Direct,0,0,0,E,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,29,2015,July,21,2,8,2,0,0,BB,GBR,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,0,2015,July,22,0,1,2,0,0,BB,ESP,Direct,0,0,0,E,E,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,96,2015,July,22,0,4,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,44,2015,July,22,0,4,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,44,2015,July,22,0,4,2,1,0,HB,FRA,Online TA,0,0,0,D,D,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,44,2015,July,22,0,4,2,2,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,44,2015,July,22,0,4,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,41,2015,July,22,1,4,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,16,2015,July,23,0,0,2,2,0,BB,PRT,Online TA,0,0,0,C,I,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,73,2015,July,23,0,0,2,0,0,BB,PRT,Online TA,0,0,0,D,I,1,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,3,2015,July,23,0,1,2,0,0,BB,PRT,Online TA,0,0,0,D,E,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,0,2015,July,23,0,1,2,0,0,BB,PRT,Direct,0,0,0,C,C,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,55,2015,July,23,0,1,1,0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,33,2015,July,23,0,3,2,0,0,HB,ESP,Online TA,0,0,0,E,E,1,No Deposit,0,Transient-Party,1,Check-Out
Resort Hotel,1,19,2015,July,23,0,3,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,55,2015,July,23,0,3,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,33,2015,July,23,0,3,2,0,0,HB,ESP,Online TA,0,0,0,D,E,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,19,2015,July,23,1,3,2,2,0,BB,PRT,Online TA,0,0,0,H,H,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,19,2015,July,23,1,3,2,0,0,BB,PRT,Direct,0,0,0,E,E,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,117,2015,July,23,2,3,2,0,0,BB,CN,Offline TA/TO,0,0,0,D,F,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,72,2015,July,23,2,4,2,0,0,BB,PRT,Online TA,0,0,0,E,E,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,19,2015,July,23,1,3,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,34,2015,July,23,2,6,3,0,0,HB,ROU,Offline TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,9,2015,July,24,0,2,2,0,0,BB,ESP,Online TA,0,0,0,E,E,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,8,2015,July,24,0,2,2,0,0,BB,BRA,Online TA,0,0,0,D,F,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,36,2015,July,24,0,1,2,0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,22,2015,July,24,0,2,2,0,0,BB,ESP,Online TA,0,0,0,A,A,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,22,2015,July,24,0,2,2,0,0,BB,ESP,Online TA,0,0,0,D,D,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,22,2015,July,24,0,2,2,0,0,BB,ESP,Online TA,0,0,0,A,A,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,36,2015,July,24,0,2,2,0,0,BB,PRT,Online TA,0,0,0,A,D,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,22,2015,July,24,0,2,2,0,0,BB,ESP,Online TA,0,0,0,A,A,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,22,2015,July,24,0,2,2,2,0,BB,PRT,Online TA,0,0,0,G,G,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,18,2015,July,24,0,2,2,0,0,BB,ESP,Direct,0,0,0,D,G,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,8,2015,July,24,0,2,2,0,0,BB,BRA,Online TA,0,0,0,D,F,0,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,67,2015,July,24,0,2,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,105,2015,July,24,0,2,2,0,0,BB,PRT,Offline TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,1,2015,July,24,1,2,3,0,0,BB,RUS,Online TA,0,0,0,H,H,2,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,67,2015,July,24,0,2,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,39,2015,July,24,0,2,2,0,0,BB,ESP,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,45,2015,July,24,1,2,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,45,2015,July,24,2,2,2,0,0,BB,PRT,Online TA,0,0,0,D,D,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,14,2015,July,24,2,2,2,0,0,BB,SVN,Online TA,0,0,0,A,D,0,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,53,2015,July,24,2,2,2,0,0,BB,PRT,Online TA,0,0,0,A,A,0,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,28,2015,July,24,2,2,2,0,0,BB,ALB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,0,Check-Out
